Age,Primary streaming service,Hours per day,While working,Instrumentalist,Composer,Fav genre,Exploratory,Foreign languages,BPM,Frequency [Classical],Frequency [Country],Frequency [EDM],Frequency [Folk],Frequency [Gospel],Frequency [Hip hop],Frequency [Jazz],Frequency [K pop],Frequency [Latin],Frequency [Lofi],Frequency [Metal],Frequency [Pop],Frequency [R&B],Frequency [Rap],Frequency [Rock],Frequency [Video game music],Anxiety,Depression,Insomnia,OCD,Music effects
15.0,Spotify,3.0,True,True,False,Rock,False,False,132.0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,3,1,4.0,3.0,5.0,0.0,1
26.0,Spotify,1.0,True,False,False,Rock,True,True,120.0,1,1,2,2,0,0,0,0,1,3,1,3,1,1,3,2,6.0,1.0,0.0,4.0,1
24.0,Spotify,2.0,True,False,False,Pop,True,True,115.0,0,0,0,0,0,2,1,1,0,1,0,3,3,2,1,1,6.0,6.0,3.0,6.0,0
20.0,Spotify,1.0,True,False,False,K pop,True,True,120.0,2,0,1,0,2,0,1,3,0,2,0,3,2,0,1,0,8.0,7.0,1.0,1.0,1
21.0,YouTube Music,0.5,True,False,False,Pop,True,True,120.0,0,1,0,1,0,1,1,1,0,2,0,3,1,1,2,1,5.0,3.0,4.0,1.0,0
16.0,Spotify,2.0,True,False,False,Video game music,False,False,149.0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,6.0,2.0,4.0,3.0,0
21.0,Spotify,11.0,True,True,True,Metal,True,True,125.0,1,1,2,1,1,3,2,1,1,3,3,3,2,3,3,3,5.0,6.0,6.0,0.0,0
27.0,Spotify,10.0,True,True,True,Jazz,True,True,132.0,3,0,0,3,1,1,3,1,1,2,2,2,2,1,2,2,6.0,10.0,8.0,1.0,0
17.0,Spotify,5.0,True,True,False,Rock,True,False,110.0,3,1,1,2,1,3,3,0,1,3,2,2,3,3,3,2,7.0,3.0,9.0,7.0,0
21.0,Spotify,1.5,True,True,False,Classical,True,True,110.0,3,1,3,3,2,2,3,0,1,2,1,3,1,2,2,2,4.0,6.0,0.0,0.0,1
17.0,Spotify,2.0,True,False,False,Folk,True,True,116.0,3,2,0,3,2,1,3,0,2,2,0,3,1,0,2,1,9.0,4.0,0.0,1.0,0
21.0,Spotify,3.0,False,False,False,Rap,True,True,145.0,2,0,0,1,0,3,0,0,0,2,1,2,2,3,1,2,9.0,7.0,7.0,5.0,0
17.0,YouTube Music,2.0,False,False,True,Rock,True,False,120.0,2,2,2,3,1,2,2,0,0,0,2,2,2,2,3,2,5.0,10.0,2.0,7.0,1
36.0,YouTube Music,3.0,True,False,False,Country,False,True,105.0,3,3,2,0,0,1,0,3,2,0,0,1,2,0,0,0,1.0,0.0,1.0,0.0,0
18.0,Spotify,4.0,False,False,False,R&B,True,True,80.0,1,0,1,0,2,3,0,3,0,1,0,3,3,3,0,0,8.0,7.0,2.0,6.0,0
18.0,Spotify,1.0,False,False,False,K pop,False,True,100.0,0,0,1,0,0,3,0,3,0,2,0,2,2,1,1,0,5.0,1.0,4.0,0.0,0
18.0,Apple Music,5.0,True,True,False,Latin,True,True,73.0,3,2,1,0,0,2,1,2,3,2,0,3,2,1,2,0,10.0,6.0,0.0,0.0,0
18.0,Apple Music,2.0,True,False,False,R&B,True,False,80.0,0,0,0,0,0,2,0,3,0,0,0,3,3,3,0,0,7.0,5.0,5.0,5.0,0
18.0,Spotify,7.0,True,False,False,Hip hop,True,True,120.0,3,1,0,0,1,3,3,1,0,2,0,2,2,2,1,1,3.0,1.0,0.0,3.0,0
18.0,Spotify,2.0,True,False,False,Rap,True,True,120.0,1,0,1,0,0,2,1,1,0,2,0,2,1,3,0,1,5.0,8.0,7.0,4.0,0
18.0,No Streaming Service,1.0,True,False,False,Classical,False,False,120.0,2,2,1,1,1,2,2,1,1,3,0,1,1,1,1,1,2.0,0.0,0.0,5.0,1
18.0,No Streaming Service,1.0,False,True,False,Classical,False,False,117.0,3,0,2,0,0,2,1,0,0,0,0,2,0,1,0,1,7.0,0.0,0.0,0.0,1
18.0,Spotify,4.0,True,False,False,R&B,False,False,120.0,0,1,0,0,0,3,0,0,0,3,0,2,3,2,0,0,8.0,0.0,0.0,2.0,1
20.0,Spotify,6.0,True,False,False,R&B,True,True,89.0,1,0,0,1,0,2,0,2,2,2,0,3,3,3,0,1,4.0,1.0,1.0,0.0,0
19.0,Spotify,3.0,True,False,False,Hip hop,True,False,115.0,2,0,1,0,0,3,1,1,0,2,0,3,3,3,0,1,3.0,8.0,0.0,2.0,0
17.0,Spotify,4.0,True,False,False,Hip hop,True,False,144.0,2,0,0,0,0,3,0,0,0,3,0,2,0,3,0,0,7.0,0.0,2.0,2.0,0
23.0,Spotify,4.0,True,False,False,Video game music,True,True,105.0,1,1,3,1,1,1,1,1,0,3,2,2,2,2,2,3,10.0,8.0,10.0,0.0,0
18.0,YouTube Music,1.0,True,True,True,Pop,True,False,114.0,0,1,0,2,1,1,0,2,0,2,0,3,1,2,2,0,7.0,1.0,1.0,1.0,0
19.0,Spotify,2.0,True,True,False,Pop,True,True,145.0,1,0,2,0,0,0,0,2,0,0,1,3,0,1,2,2,5.0,9.0,1.0,7.0,1
89.0,Spotify,24.0,True,True,True,Rap,False,False,143.0,0,0,1,1,0,3,2,0,0,1,1,1,2,3,1,0,0.0,0.0,0.0,0.0,1
20.0,Spotify,5.0,True,True,True,R&B,True,True,128.0,3,2,0,2,0,3,1,3,3,3,0,3,3,3,3,2,10.0,6.0,3.0,8.0,0
16.0,Spotify,3.0,False,True,False,Rock,True,True,90.0,1,0,0,1,0,2,2,0,2,0,0,0,2,2,3,0,7.0,3.5,3.5,5.5,0
17.0,Spotify,4.0,True,True,True,Country,True,True,110.0,2,3,0,0,0,1,2,3,1,2,0,3,1,1,2,0,2.0,0.0,0.0,2.0,0
16.0,Spotify,9.0,True,False,False,Metal,False,True,130.0,1,0,0,1,0,0,0,1,1,0,3,2,1,1,3,0,10.0,10.0,10.0,8.0,0
20.0,YouTube Music,1.0,True,False,False,Pop,False,True,120.0,2,1,1,1,1,2,1,0,0,1,1,3,1,2,1,3,8.0,9.0,6.0,5.0,2
30.0,YouTube Music,1.0,True,True,False,Rock,True,True,115.0,2,1,1,1,1,1,1,2,0,2,2,3,1,1,3,2,9.0,7.0,8.0,4.0,0
37.0,Spotify,2.0,True,False,False,Folk,True,False,186.0,2,2,0,2,0,1,2,0,0,0,1,2,1,1,2,2,6.0,4.0,5.0,0.0,0
44.0,YouTube Music,1.5,False,False,False,Folk,False,False,99.0,1,3,0,3,1,2,0,0,0,0,0,1,1,2,2,0,8.0,5.0,9.0,4.0,0
21.0,Spotify,2.0,True,True,False,Metal,True,True,150.0,0,1,1,0,0,0,0,0,0,0,3,1,0,2,3,1,3.0,7.0,0.0,0.0,0
19.0,Spotify,4.0,True,True,False,Pop,True,False,149.0,2,2,0,1,0,0,0,0,0,2,0,3,0,0,0,0,9.0,1.0,0.0,9.0,0
23.0,Spotify,1.0,True,True,False,Rock,True,True,120.0,1,1,2,2,0,2,1,1,0,2,2,3,2,2,3,3,8.0,6.0,1.0,4.0,0
26.0,Spotify,1.0,False,False,False,Country,True,False,120.0,2,3,2,1,0,1,0,0,0,0,1,2,0,0,2,1,4.0,1.0,1.0,6.0,0
18.0,Spotify,3.0,True,False,False,Video game music,True,True,140.0,2,0,0,0,0,1,2,0,0,1,1,1,1,1,2,3,6.0,5.0,3.0,1.0,1
35.0,Spotify,4.0,True,True,True,Hip hop,True,False,90.0,2,1,1,2,0,3,3,0,2,3,1,3,3,3,2,3,7.0,8.0,6.0,5.0,0
16.0,Spotify,8.0,True,True,True,Rock,True,False,120.0,3,0,1,2,0,0,1,1,1,1,1,2,1,0,3,2,8.0,9.0,5.0,10.0,0
19.0,Spotify,5.0,True,False,False,Metal,True,True,210.0,0,0,3,0,0,1,0,0,0,0,3,1,0,1,3,2,8.0,6.0,7.0,0.0,0
23.0,No Streaming Service,3.0,True,False,False,Rock,False,False,120.0,0,0,0,1,0,0,2,0,0,1,0,2,1,0,3,0,10.0,5.0,2.0,0.0,0
17.0,YouTube Music,8.0,True,False,False,Pop,True,True,95.0,1,0,3,0,0,2,1,0,0,3,0,3,0,1,1,3,5.0,2.0,4.0,7.0,1
29.0,Apple Music,1.0,False,False,False,Country,True,False,163.0,2,3,0,2,2,2,1,0,1,0,1,2,1,1,3,0,9.0,3.0,2.0,0.0,1
21.0,Spotify,4.0,True,True,True,Pop,False,False,97.0,1,2,0,2,2,1,2,0,0,0,0,2,2,1,2,0,4.0,6.0,3.0,4.0,0
17.0,Spotify,1.0,False,False,False,Metal,True,True,137.0,2,0,0,1,0,1,1,1,2,1,3,2,0,1,3,1,9.0,8.0,4.0,0.0,0
23.0,Spotify,2.0,False,False,False,Rock,True,True,120.0,1,0,1,1,0,2,0,1,1,1,3,2,2,2,3,0,5.0,7.0,10.0,2.0,1
17.0,Spotify,1.0,True,True,False,Metal,True,True,70.0,1,0,1,2,0,0,0,0,3,3,3,2,0,0,3,3,8.0,3.0,9.0,2.0,1
22.0,Spotify,3.0,True,False,False,Video game music,True,True,150.0,1,1,2,2,0,1,2,1,1,1,2,3,1,1,2,3,10.0,10.0,6.0,8.0,0
17.0,Spotify,5.0,True,False,False,Hip hop,True,False,168.0,1,2,3,0,2,3,0,2,0,2,1,3,3,3,1,1,7.0,7.0,5.0,5.0,0
19.0,Spotify,5.0,True,True,False,Pop,True,True,163.0,3,2,1,0,1,1,1,3,2,3,1,3,1,1,2,1,10.0,8.0,1.0,0.0,0
19.0,Spotify,4.0,True,False,False,Pop,True,True,140.0,2,1,2,0,0,2,2,1,1,2,2,3,2,2,2,2,8.0,6.0,2.0,0.0,0
16.0,Spotify,6.0,True,False,False,Pop,True,True,105.0,1,1,2,1,0,3,2,3,3,1,0,3,3,3,0,0,10.0,7.0,6.0,10.0,0
19.0,Spotify,6.0,True,False,False,Pop,True,True,78.0,1,1,1,0,0,2,2,2,1,2,0,3,1,1,1,2,6.0,6.0,8.0,0.0,0
13.0,Spotify,1.0,True,False,False,Video game music,True,False,128.0,1,2,0,1,0,3,1,1,1,3,3,3,0,2,2,3,10.0,10.0,8.0,4.0,2
18.0,Apple Music,18.0,True,False,False,EDM,True,False,90.0,2,1,3,0,1,2,2,0,0,2,2,1,2,2,2,2,9.0,8.0,5.0,10.0,0
26.0,YouTube Music,1.0,True,False,False,Metal,True,True,136.0,2,1,2,3,0,0,1,0,0,1,3,1,0,0,0,1,0.0,0.0,0.0,0.0,1
14.0,Other,7.0,True,True,False,Country,True,False,108.0,1,3,2,2,3,2,0,0,0,1,2,3,2,2,3,1,7.0,3.0,1.0,2.0,0
21.0,No Streaming Service,0.5,False,False,False,Pop,True,False,95.0,0,1,2,0,0,2,1,2,0,3,0,3,2,2,3,0,6.0,2.0,2.0,0.0,0
21.0,Spotify,2.0,True,False,False,R&B,True,True,147.0,2,0,2,1,0,0,2,3,0,2,1,2,3,2,2,2,7.0,6.0,4.0,6.0,0
17.0,Spotify,2.0,True,True,False,Rock,True,True,120.0,3,1,0,2,0,2,1,0,2,1,1,3,0,1,3,0,7.0,6.0,0.0,9.0,0
18.0,Spotify,1.0,True,True,False,Pop,True,True,160.0,1,1,0,0,0,0,1,0,0,1,0,3,0,0,2,2,3.0,2.0,2.0,5.0,0
19.0,Other,6.0,True,False,True,Rap,True,False,120.0,1,2,2,1,1,3,1,1,1,2,1,2,2,2,1,1,2.0,2.0,2.0,2.0,0
19.0,Spotify,5.0,True,True,False,Classical,False,False,170.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2.0,3.0,2.0,1.0,0
29.0,YouTube Music,2.0,True,False,False,Hip hop,True,True,98.0,2,1,3,2,1,3,3,2,0,1,0,2,3,3,3,1,2.0,2.0,2.0,5.0,0
